Year,Month,Entity ID,Entity Name,Plant Producer Type,Plant Name,Plant State,Plant ID,Generator ID,"
Net Summer Capacity (MW)",Technology,Energy Source Code,Prime Mover Code
2016,10,60195,"Groton Fuel Cell 1, LLC",Electric CHP,Pfizer Groton Fuel Cell,CT,60392,MM-24,2.8,Other Natural Gas,NG,FC
2016,10,60195,"Groton Fuel Cell 1, LLC",Electric CHP,Pfizer Groton Fuel Cell,CT,60392,MM-25,2.8,Other Natural Gas,NG,FC
2016,10,59462,"Heelstone Energy Holdings, LLC",IPP,"Cornwall Solar Center, LLC",NC,59663,CSC1,5,Solar Photovoltaic,SUN,PV
2016,10,9267,"Hoosier Energy R E C, Inc",Electric Utility,Ellettsville Solar RES,IN,59985,PV1,1.1,Solar Photovoltaic,SUN,PV
2016,10,9267,"Hoosier Energy R E C, Inc",Electric Utility,Johnson Co. Solar RES,IN,59990,PV1,1.1,Solar Photovoltaic,SUN,PV
2016,10,60129,"Horse Creek Wind, LLC",IPP,Horse Creek Wind Farm,TX,60339,HCWF,230,Onshore Wind Turbine,WND,WT
2016,10,9216,Imperial Irrigation District,Electric Utility,El Centro,CA,389,BESS,28,Batteries,MWH,BA
2016,10,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,A1,0.3,Landfill Gas,LFG,IC
2016,10,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,A2,0.3,Landfill Gas,LFG,IC
2016,10,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,A3,0.3,Landfill Gas,LFG,IC
2016,10,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,A4,0.3,Landfill Gas,LFG,IC
2016,10,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,A5,0.3,Landfill Gas,LFG,IC
2016,10,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,A6,0.3,Landfill Gas,LFG,IC
2016,10,49893,Invenergy Services LLC,IPP,Wake Wind Energy Center,TX,58766,1,257,Onshore Wind Turbine,WND,WT
2016,10,58815,KDC Solar RTC LLC,IPP,Delilah Road Landfill,NJ,58951,DRLS,8.5,Solar Photovoltaic,SUN,PV
2016,10,59600,"Mohave Sunrise Solar I, LLC",IPP,Mohave Electric at Fort Mohave,AZ,59819,PV2,15.2,Solar Photovoltaic,SUN,PV
2016,10,56990,NJR Clean Energy Ventures Corporation,IPP,Cedar Branch,NJ,60266,CEDAR,5.9,Solar Photovoltaic,SUN,PV
2016,10,57313,SolarCity Corporation,IPP,"BJ's Wholesale Club, Inc.-Burlington, NJ",NJ,60227,PV1,1.4,Solar Photovoltaic,SUN,PV
2016,10,17650,Southern Power Co,IPP,Taylor County Solar,GA,59897,1,148,Solar Photovoltaic,SUN,PV
2016,10,58661,"Sustainable Power Group, LLC",IPP,"Pioneer Wind Park, LLC",WY,60259,PWP1,80,Onshore Wind Turbine,WND,WT
2016,10,59105,"WED Coventry One, LLC",IPP,WED Coventry 1,RI,59301,WEDC1,1.5,Onshore Wind Turbine,WND,WT
2016,11,213,Alaska Electric Light&Power Co,Electric Utility,Industrial Plant,AK,59793,15,22.8,Petroleum Liquids,DFO,GT
2016,11,57369,"Apple, Inc",IPP,Bonnybrooke PV,AZ,60413,AZPV1,50,Solar Photovoltaic,SUN,PV
2016,11,56146,Black Hills/Colorado Elec.Util,Electric Utility,Peak View Wind Farm,CO,60143,WTG,60.8,Onshore Wind Turbine,WND,WT
2016,11,60148,"Brady Wind, LLC",IPP,Brady Wind Energy Center,ND,60355,BWEC1,150,Onshore Wind Turbine,WND,WT
2016,11,58695,Coronal Development Services,IPP,"Railroad Solar Center, LLC",OR,60333,RSC1,4.5,Solar Photovoltaic,SUN,PV
2016,11,58695,Coronal Development Services,IPP,"Thunderegg Solar Center, LLC",OR,60334,TSC1,10,Solar Photovoltaic,SUN,PV
2016,11,58695,Coronal Development Services,IPP,"Vale Air Solar Center, LLC",OR,60335,VASC1,10,Solar Photovoltaic,SUN,PV
2016,11,60128,"Electra Wind, LLC",IPP,Electra Wind Farm,TX,60338,EWF,230,Onshore Wind Turbine,WND,WT
2016,11,57104,Golden Springs Development Company LLC,IPP,Buidling L,CA,60154,BLDG1,1,Solar Photovoltaic,SUN,PV
2016,11,57104,Golden Springs Development Company LLC,IPP,Building F,CA,60151,BLDGF,1.3,Solar Photovoltaic,SUN,PV
2016,11,9324,Indiana Michigan Power Co,Electric Utility,Watervliet PV,MI,59853,WVPV1,4.6,Solar Photovoltaic,SUN,PV
2016,11,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,B1,0.3,Landfill Gas,LFG,IC
2016,11,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,B2,0.3,Landfill Gas,LFG,IC
2016,11,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,B3,0.3,Landfill Gas,LFG,IC
2016,11,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,B4,0.3,Landfill Gas,LFG,IC
2016,11,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,B5,0.3,Landfill Gas,LFG,IC
2016,11,59452,"Ingenco Renewable Development, LLC",IPP,Bristol Plant,VA,60222,B6,0.3,Landfill Gas,LFG,IC
2016,11,60199,"Innovative Solar 65, LLC",IPP,Innovative Solar 65,NC,60398,FLS1,4.9,Solar Photovoltaic,SUN,PV
2016,11,58849,Mariah del Este LLC,IPP,Mariah North,TX,59005,MAR1,230.4,Onshore Wind Turbine,WND,WT
2016,11,59691,Meadowbrook Solar Farm LLC,IPP,Meadowbrook Solar Farm,NC,59936,NB008,4.9,Solar Photovoltaic,SUN,PV
2016,11,12341,MidAmerican Energy Co,Electric Utility,Ida Grove Wind,IA,60342,IGWF4,27.6,Onshore Wind Turbine,WND,WT
2016,11,58589,Orbit Energy Charlotte,IPP,Orbit Energy Charlotte,NC,58638,1,5.2,Other Waste Biomass,OBG,IC
2016,11,60238,Pavant Solar II LLC,IPP,Pavant Solar II LLC,UT,60449,PSII,50,Solar Photovoltaic,SUN,PV
2016,11,56895,Pio Pico Energy Center LLC,IPP,Pio Pico Energy Center,CA,57555,CTG1,97,Natural Gas Fired Combustion Turbine,NG,GT
2016,11,56895,Pio Pico Energy Center LLC,IPP,Pio Pico Energy Center,CA,57555,CTG2,97,Natural Gas Fired Combustion Turbine,NG,GT
2016,11,56895,Pio Pico Energy Center LLC,IPP,Pio Pico Energy Center,CA,57555,CTG3,97,Natural Gas Fired Combustion Turbine,NG,GT
2016,11,17650,Southern Power Co,IPP,RE Garland,CA,60233,PV2,185,Solar Photovoltaic,SUN,PV
2016,11,17650,Southern Power Co,IPP,RE Roserock,TX,59994,ROSEK,160,Solar Photovoltaic,SUN,PV
2019,1,61776,,IPP,Oak Leaf Solar XXII LLC,CO,62252,53965,1.5,Solar Photovoltaic,SUN,PV
2019,1,61777,,IPP,Oak Leaf Solar XXIII LLC,CO,62256,53966,1.5,Solar Photovoltaic,SUN,PV
2019,1,61780,,IPP,Oak Leaf Solar XXIV LLC,CO,62253,53967,1.5,Solar Photovoltaic,SUN,PV
2019,1,61779,,IPP,Oak Leaf Solar XXVI LLC,CO,62254,53970,1.5,Solar Photovoltaic,SUN,PV
2019,1,60571,AEP Onsite Partners,IPP,Trout Creek Solar,CO,62260,44901,2.0,Solar Photovoltaic,SUN,PV
2019,1,61482,"AES ES GILBERT, LLC",IPP,AES ES GILBERT,AZ,61861,SRP,10.0,Batteries,MWH,BA
2019,1,60281,"Altus Power America Management, LLC",IPP,Corcoran CSG,MN,61971,201,1.0,Solar Photovoltaic,SUN,PV
2019,1,60281,"Altus Power America Management, LLC",IPP,Corcoran CSG,MN,61971,202,1.0,Solar Photovoltaic,SUN,PV
2019,1,60281,"Altus Power America Management, LLC",IPP,Corcoran CSG,MN,61971,203,1.0,Solar Photovoltaic,SUN,PV
2019,1,60281,"Altus Power America Management, LLC",IPP,Corcoran CSG,MN,61971,204,1.0,Solar Photovoltaic,SUN,PV
2019,1,60281,"Altus Power America Management, LLC",IPP,Corcoran CSG,MN,61971,205,1.0,Solar Photovoltaic,SUN,PV
2019,1,61563,"Blue Summit II Wind, LLC",IPP,"Blue Summit II Wind, LLC",TX,61970,BSII,99.4,Onshore Wind Turbine,WND,WT
2019,1,61260,"Capricornus Community Solar Garden, LLC",IPP,Capricornus Community Solar Garden,MN,61651,CAPR,1.0,Solar Photovoltaic,SUN,PV
2019,1,18445,City of Tallahassee - (FL),Electric Utility,Arvah B Hopkins,FL,688,IC1,18.5,Natural Gas Internal Combustion Engine,NG,IC
2019,1,18445,City of Tallahassee - (FL),Electric Utility,Arvah B Hopkins,FL,688,IC2,18.5,Natural Gas Internal Combustion Engine,NG,IC
2019,1,18445,City of Tallahassee - (FL),Electric Utility,Arvah B Hopkins,FL,688,IC3,18.5,Natural Gas Internal Combustion Engine,NG,IC
2019,1,18445,City of Tallahassee - (FL),Electric Utility,Arvah B Hopkins,FL,688,IC4,18.5,Natural Gas Internal Combustion Engine,NG,IC
2019,1,18947,City of Tipton - (IA),Electric Utility,Tipton,IA,8106,7,2.0,Petroleum Liquids,DFO,IC
2019,1,56769,Consolidated Edison Development Inc.,IPP,Blackwell Solar Park,CA,59524,FRBSP,20.0,Solar Photovoltaic,SUN,PV
2019,1,61338,"Crux Community Solar Gardens, LLC",IPP,Crux Community Solar,MN,61712,CRUX,1.0,Solar Photovoltaic,SUN,PV
2019,1,61413,"Enel Green Power Diamond Vista Wind Project, LLC",IPP,"Diamond Vista Wind Project, LLC",KS,61789,DV,299.3,Onshore Wind Turbine,WND,WT
2019,1,6452,Florida Power & Light Co,Electric Utility,Interstate Solar Energy Center,FL,61768,1,74.5,Solar Photovoltaic,SUN,PV
2019,1,6452,Florida Power & Light Co,Electric Utility,Miami Dade Solar Energy Center,FL,61766,1,74.5,Solar Photovoltaic,SUN,PV
2019,1,6452,Florida Power & Light Co,Electric Utility,Pioneer Trail Solar Energy Center,FL,61767,1,74.5,Solar Photovoltaic,SUN,PV
2019,1,6452,Florida Power & Light Co,Electric Utility,Sunshine Gateway Solar Energy Center,FL,61763,1,74.5,Solar Photovoltaic,SUN,PV
2019,1,7019,Gay & Robinson Inc,Industrial,Gay Robinson,HI,50333,HYD3,6.5,Conventional Hydroelectric,WAT,HY
2019,1,61365,"Hilltopper Wind Project, LLC",IPP,Hilltopper Wind Project,IL,61735,WT1,185.0,Onshore Wind Turbine,WND,WT
2019,1,61907,"JBAB Solar I, LLC.",IPP,JBAB - Washington DC,DC,62374,PV1,5.9,Solar Photovoltaic,SUN,PV
2019,1,61289,"Kaus Community Solar Garden, LLC",IPP,Kaus Community Solar,MN,61716,KAUS,1.0,Solar Photovoltaic,SUN,PV
2019,1,54913,NSTAR Electric Company,Electric Utility,Greenfield Solar PV,MA,62063,LG400,2.0,Solar Photovoltaic,SUN,PV
2019,1,54913,NSTAR Electric Company,Electric Utility,Hinsdale Solar PV,MA,62064,LG400,2.0,Solar Photovoltaic,SUN,PV
2019,1,54913,NSTAR Electric Company,Electric Utility,Southwick Solar PV,MA,62082,REC34,5.0,Solar Photovoltaic,SUN,PV
2019,1,54913,NSTAR Electric Company,Electric Utility,Springfield Solar PV,MA,62072,LG395,4.0,Solar Photovoltaic,SUN,PV
2019,1,61552,"Pelzer Solar I, LLC",IPP,Pelzer Solar I,SC,61945,19,1.0,Solar Photovoltaic,SUN,PV
2019,1,61494,Radian Generation,IPP,"NorWest Energy 4, LLC",OR,62268,NWE4,5.6,Solar Photovoltaic,SUN,PV
2019,1,61414,"Rattlesnake Creek Wind Project, LLC",IPP,Rattlesnake Creek Wind Project,NE,59292,RCWP,318.1,Onshore Wind Turbine,WND,WT
2019,1,61587,Sagittarius Community Solar Gardens LLC,IPP,Sagittarius Community Solar Gardens LLC,MN,61994,CRUX,0.7,Solar Photovoltaic,SUN,PV
2019,1,17633,Southern Indiana Gas & Elec Co,Electric Utility,Volkman Road Solar Array,IN,61334,VRSA2,1.0,Batteries,MWH,BA
2019,1,60531,Standard Solar,IPP,Fort Indiantown Gap,PA,62408,X0028,3.0,Solar Photovoltaic,SUN,PV
2019,1,18454,Tampa Electric Co,Electric Utility,Bonnie Mine Solar,FL,61655,PV1,35.0,Solar Photovoltaic,SUN,PV
2019,1,61625,USS Brockway Solar LLC,IPP,USS Brockway Solar CSG,MN,62049,USSBR,1.0,Solar Photovoltaic,SUN,PV
2019,1,61627,USS JJ Solar LLC,IPP,USS JJ Solar CSG,MN,62047,USSJJ,1.0,Solar Photovoltaic,SUN,PV
2019,1,61629,USS Norelius Solar LLC,IPP,USS Norelius Solar CSG,MN,62045,USSNO,1.0,Solar Photovoltaic,SUN,PV
2019,1,61631,USS Solar Rapids LLC,IPP,USS Solar Rapids CSG,MN,62042,USSSR,1.0,Solar Photovoltaic,SUN,PV
2019,1,61666,"WED GW Solar, LLC CSG",IPP,"WED GW Solar, LLC",RI,62118,GWSOL,3.0,Solar Photovoltaic,SUN,PV
2019,1,61648,"WED Green Hill, LLC",IPP,"WED Green Hill, LLC",RI,62106,GHILL,3.0,Onshore Wind Turbine,WND,WT
2019,1,61649,"WED Plainfield II, LLC",IPP,"WED Plainfield II, LLC",RI,62107,PLAI2,3.0,Onshore Wind Turbine,WND,WT
2019,1,61650,"WED Plainfield III, LLC",IPP,"WED Plainfield III, LLC",RI,62108,PLAI3,3.0,Onshore Wind Turbine,WND,WT
2019,1,61651,"WED Plainfield, LLC",IPP,"WED Plainfield, LLC",RI,62109,PLAI1,3.0,Onshore Wind Turbine,WND,WT
2019,1,61652,"WED Shun I, LLC",IPP,"WED Shun I, LLC",RI,62110,SHUN1,3.0,Onshore Wind Turbine,WND,WT
2019,1,61653,"WED Shun II, LLC",IPP,"WED Shun II, LLC",RI,62111,SHUN2,3.0,Onshore Wind Turbine,WND,WT
2019,1,61654,"WED Shun III, LLC",IPP,"WED Shun III, LLC",RI,62112,SHUN3,3.0,Onshore Wind Turbine,WND,WT
2019,1,61559,"Whitt Solar, LLC",IPP,Whitt Solar,SC,61952,20,2.0,Solar Photovoltaic,SUN,PV
2019,1,61672,Willow Spring Solar LLC,IPP,"Willow Spring Solar, LLC",CA,60324,GEN01,100.0,Solar Photovoltaic,SUN,PV
2019,2,61259,"Altair Community Solar Garden, LLC",IPP,Altair Community Solar Garden,MN,61645,ALTA,1.0,Solar Photovoltaic,SUN,PV
2019,2,59474,BQ Energy LLC,IPP,Kings Park Solar I,NY,59880,KIPS1,2.0,Solar Photovoltaic,SUN,PV
2019,2,59474,BQ Energy LLC,IPP,Kings Park Solar II,NY,59881,KIPS2,2.0,Solar Photovoltaic,SUN,PV
2019,2,61546,"Bloom Solar, LLC",IPP,Bloom Solar,SC,61940,6,2.0,Solar Photovoltaic,SUN,PV
2019,2,61230,"CD Arevon USA, Inc.",IPP,"CA Flats Solar 150, LLC",CA,60034,GEN01,150.0,Solar Photovoltaic,SUN,PV
2019,2,3037,City of Carlyle - (IL),Electric Utility,Carlyle,IL,936,11,2.8,Petroleum Liquids,DFO,IC
2019,2,61060,Cypress Creek Renewables,IPP,SCE&G Curie CSG,SC,61432,SCCU1,2.0,Solar Photovoltaic,SUN,PV
2019,2,61610,"Delaware River Solar, LLC",IPP,Turner Rd Community Solar Project,NY,62160,300,2.0,Solar Photovoltaic,SUN,PV
2019,2,57170,"EDF Renewable Asset Holdings, Inc.",IPP,"Stoneray Power Partners, LLC",MN,62269,STNRY,100.0,Onshore Wind Turbine,WND,WT
2019,2,61688,ENGIE Generation North America LLC,IPP,Goose Lake MN DPC-GM,MN,62148,PV1,1.5,Solar Photovoltaic,SUN,PV
2019,2,11479,Madison Gas & Electric Co,Electric Utility,Saratoga Wind Farm,IA,61070,SWE,66.0,Onshore Wind Turbine,WND,WT
2019,2,61292,"NC State University, Energy Systems",Commercial,NCSU CCUP Cogeneration Plant,NC,61675,CTG1,5.6,Natural Gas Fired Combustion Turbine,NG,GT
2019,2,61292,"NC State University, Energy Systems",Commercial,NCSU CCUP Cogeneration Plant,NC,61675,STG,1.0,Natural Gas Steam Turbine,NG,ST
2019,2,61740,"NJ Solar 1, LLC",IPP,Hunterdon Health System Solar Project,NJ,62225,PV1,1.5,Solar Photovoltaic,SUN,PV
2019,2,54913,NSTAR Electric Company,Electric Utility,Savoy Solar PV,MA,62065,LG400,2.0,Solar Photovoltaic,SUN,PV
2019,2,54913,NSTAR Electric Company,Electric Utility,Southampton Solar PV,MA,62066,LG400,2.0,Solar Photovoltaic,SUN,PV
2019,2,62070,Plainfield Solar LLC,IPP,Plainfield Community Solar LLC,MA,62579,2999,2.0,Solar Photovoltaic,SUN,PV
2019,2,61507,Plumsted 537 LLC,IPP,Plumsted 537 LLC,NJ,61892,PLMST,19.8,Batteries,MWH,BA
2019,2,60163,Soltage LLC,Industrial,Redwing Solar,SC,61946,11,2.0,Solar Photovoltaic,SUN,PV
2019,2,60403,"TRS Fuel Cell, LLC",Electric CHP,TRS Fuel Cell,CT,60683,MMH1,3.7,Other Natural Gas,NG,FC
2019,2,61562,"Torrecillas Wind Energy, LLC",IPP,"Torrecillas Wind Energy, LLC",TX,61969,TWE,300.0,Onshore Wind Turbine,WND,WT
2019,3,61326,"Aquila Community Solar Gardens, LLC",IPP,Aquila Community Solar,MN,61704,AQUI,1.0,Solar Photovoltaic,SUN,PV
2019,3,62101,"Badger Farm, LLC",IPP,Badger,NC,62603,BADGE,4.5,Solar Photovoltaic,SUN,PV
2019,3,56608,Calpine Mid-Merit LLC,IPP,York Energy Center,PA,55524,CTG5,216.3,Natural Gas Fired Combined Cycle,NG,CT
2019,3,56608,Calpine Mid-Merit LLC,IPP,York Energy Center,PA,55524,CTG6,216.3,Natural Gas Fired Combined Cycle,NG,CT
2019,3,56608,Calpine Mid-Merit LLC,IPP,York Energy Center,PA,55524,STG2,395.1,Natural Gas Fired Combined Cycle,NG,CA
2019,3,61329,"Canopus Community Solar Garden, LLC",IPP,Canopus Community Solar,MN,61707,CANO,1.0,Solar Photovoltaic,SUN,PV
2019,3,61337,"Cassiopeia Community Solar Garden, LLC",IPP,Cassiopeia Community Solar,MN,61711,CASS,1.0,Solar Photovoltaic,SUN,PV
2019,3,62099,"Changeup Solar, LLC",IPP,Changeup,NC,62601,CHANG,1.5,Solar Photovoltaic,SUN,PV
2019,3,61419,"Constellation Solar MC, LLC",IPP,Gateway Solar,MD,61794,GTWYN,5.0,Solar Photovoltaic,SUN,PV
2019,3,61187,"DG Minnesota CSG, LLC",IPP,Held Solar Project,MN,62267,HELD,5.0,Solar Photovoltaic,SUN,PV
2019,3,5109,DTE Electric Company,Electric Utility,Pine River Wind Park,MI,61106,1,161.3,Onshore Wind Turbine,WND,WT
2019,3,61610,"Delaware River Solar, LLC",IPP,Sacket Lake Rd #2 Community Solar Farm,NY,62159,20,1.7,Solar Photovoltaic,SUN,PV
2019,3,56201,Engie North America,IPP,Live Oak Wind Project,TX,61782,WTGS,199.5,Onshore Wind Turbine,WND,WT
2019,3,6035,Exelon Power,IPP,Exelon West Medway II LLC,MA,59882,4,97.4,Natural Gas Fired Combustion Turbine,NG,GT
2019,3,6452,Florida Power & Light Co,Electric Utility,Okeechobee Clean Energy Center,FL,60345,1A,376.6,Natural Gas Fired Combined Cycle,NG,CT
2019,3,6452,Florida Power & Light Co,Electric Utility,Okeechobee Clean Energy Center,FL,60345,1B,376.6,Natural Gas Fired Combined Cycle,NG,CT
2019,3,6452,Florida Power & Light Co,Electric Utility,Okeechobee Clean Energy Center,FL,60345,1C,376.6,Natural Gas Fired Combined Cycle,NG,CT
2019,3,6452,Florida Power & Light Co,Electric Utility,Okeechobee Clean Energy Center,FL,60345,1ST,593.3,Natural Gas Fired Combined Cycle,NG,CA
2019,3,61518,Frontenac Holdco LLC,IPP,"Frontenac Holdco LLC, CSG",MN,61919,FRONT,5.0,Solar Photovoltaic,SUN,PV
2019,3,60025,Greenbacker Renewable Energy Corporation,IPP,Oak Leaf Solar XXXII,CO,62251,53975,1.5,Solar Photovoltaic,SUN,PV
2019,3,57389,IKEA Property Inc,Commercial,IKEA Norfolk Rooftop PV System,VA,62355,569PV,1.3,Solar Photovoltaic,SUN,PV
2019,3,9417,Interstate Power and Light Co,Electric Utility,English Farms,IA,61565,1,169.9,Onshore Wind Turbine,WND,WT
2019,3,9417,Interstate Power and Light Co,Electric Utility,Upland Prairie,IA,61564,1,299.3,Onshore Wind Turbine,WND,WT
2019,3,61687,"KCE NY 1, LLC",IPP,KCE NY 1,NY,62147,KNY1,20.0,Batteries,MWH,BA
2019,3,61679,MSC-GreyCloud01 LLC,IPP,MSC-GreyCloud01 Community Solar,MN,62143,52785,1.0,Solar Photovoltaic,SUN,PV
2019,3,11806,Massachusetts Mun Wholes Electric Co,Electric Utility,Ashburnham Energy Storage Project,MA,62219,AMLPB,3.0,Batteries,MWH,BA
2019,3,11806,Massachusetts Mun Wholes Electric Co,Electric Utility,Beebe Substation Battery Storage,MA,62585,WAKFD,3.0,Batteries,MWH,BA
2019,3,60471,"Mt. Tom Solar, LLC",IPP,Mt. Tom Solar Project,MA,60906,BA1,3.1,Batteries,MWH,BA
2019,3,61227,Nautilus Solar Solutions,IPP,Nautilus Lindstrom Solar CSG,MN,62030,LI,2.0,Solar Photovoltaic,SUN,PV
2019,3,59300,PNM Resources,Electric Utility,Vista Solar Energy Center,NM,62467,VISTA,10.0,Solar Photovoltaic,SUN,PV
2019,3,61585,Pisces Community Solar Garden LLC,IPP,Pisces Community Solar Garden,MN,61992,CRUX,0.7,Solar Photovoltaic,SUN,PV
2019,3,62100,"Starr Farm, LLC",IPP,Starr,NC,62602,STARR,4.5,Solar Photovoltaic,SUN,PV
2019,3,60117,SunShare,IPP,Becker Solar 2 CSG,MN,62084,BCKR2,1.0,Solar Photovoltaic,SUN,PV
2019,3,60117,SunShare,IPP,Becker Solar 3 CSG,MN,62085,BCKR3,1.0,Solar Photovoltaic,SUN,PV
2019,3,60117,SunShare,IPP,Becker Solar 4 CSG,MN,62086,BCKR4,1.0,Solar Photovoltaic,SUN,PV
2019,3,60117,SunShare,IPP,Becker Solar 5 CSG,MN,62087,BCKR5,1.0,Solar Photovoltaic,SUN,PV
2019,3,60117,SunShare,IPP,Becker Solar CSG,MN,62040,BCKR1,1.0,Solar Photovoltaic,SUN,PV
2019,3,18454,Tampa Electric Co,Electric Utility,Peace Creek Solar,FL,61666,GEN,55.4,Solar Photovoltaic,SUN,PV
2019,3,61532,Techren Solar I LLC,IPP,Techren,NV,61611,TECH1,100.0,Solar Photovoltaic,SUN,PV
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,A.J. Mihm Generating Station,MI,61391,M1,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,A.J. Mihm Generating Station,MI,61391,M2,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,A.J. Mihm Generating Station,MI,61391,M3,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,F.D. Kuester Generating Station,MI,61392,K1,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,F.D. Kuester Generating Station,MI,61392,K2,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,F.D. Kuester Generating Station,MI,61392,K3,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,F.D. Kuester Generating Station,MI,61392,K4,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,F.D. Kuester Generating Station,MI,61392,K5,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,F.D. Kuester Generating Station,MI,61392,K6,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61029,Upper Michigan Energy Resources Company,Electric Utility,F.D. Kuester Generating Station,MI,61392,K7,18.3,Natural Gas Internal Combustion Engine,NG,IC
2019,3,61558,"Watauga Solar, LLC",IPP,Watauga Solar,SC,61951,15,2.0,Solar Photovoltaic,SUN,PV
2019,4,60571,AEP Onsite Partners,IPP,Bloomfield Municipal Utilities Solar,IA,62607,PV,1.6,Solar Photovoltaic,SUN,PV
2019,4,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA01,1.0,Batteries,MWH,BA
2019,4,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA02,1.0,Batteries,MWH,BA
2019,4,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA03,1.0,Batteries,MWH,BA
2019,4,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA06,1.2,Batteries,MWH,BA
2019,4,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA1C,11.8,Batteries,MWH,BA
2019,4,221,"Alaska Village Elec Coop, Inc",Electric Utility,Togiak,AK,6348,1,0.6,Petroleum Liquids,DFO,IC
2019,4,221,"Alaska Village Elec Coop, Inc",Electric Utility,Togiak,AK,6348,2B,0.6,Petroleum Liquids,DFO,IC
2019,4,221,"Alaska Village Elec Coop, Inc",Electric Utility,Togiak,AK,6348,3,1.1,Petroleum Liquids,DFO,IC
2019,4,221,"Alaska Village Elec Coop, Inc",Electric Utility,Togiak,AK,6348,4C,0.5,Petroleum Liquids,DFO,IC
2019,4,803,Arizona Public Service Co,Electric Utility,Ocotillo,AZ,116,GT3,104.7,Natural Gas Fired Combustion Turbine,NG,GT
2019,4,803,Arizona Public Service Co,Electric Utility,Ocotillo,AZ,116,GT4,104.7,Natural Gas Fired Combustion Turbine,NG,GT
2019,4,803,Arizona Public Service Co,Electric Utility,Ocotillo,AZ,116,GT6,104.7,Natural Gas Fired Combustion Turbine,NG,GT
2019,4,803,Arizona Public Service Co,Electric Utility,Ocotillo,AZ,116,GT7,104.7,Natural Gas Fired Combustion Turbine,NG,GT
2019,4,61705,Boring Solar LLC,IPP,Boring Solar LLC,OR,62169,BSPV2,2.2,Solar Photovoltaic,SUN,PV
2019,4,58492,Chattanooga Metropolitan Airport,Commercial,Chattanooga Metropolitan Airport Solar,TN,58515,GEN3,0.4,Solar Photovoltaic,SUN,PV
2019,4,61060,Cypress Creek Renewables,IPP,Cascade Solar (TX),TX,61875,GEN1,10.0,Solar Photovoltaic,SUN,PV
2019,4,61070,"Foundation CA Fund IX Manager, LLC",IPP,Foundation Mann Packing,CA,61443,WTG1,1.8,Onshore Wind Turbine,WND,WT
2019,4,57389,IKEA Property Inc,Commercial,IKEA Live Oak Rooftop PV System,TX,62152,570,1.7,Solar Photovoltaic,SUN,PV
2019,4,61928,Jamison Solar Farm,Electric Utility,Jamison Solar Farm,SC,62396,1,1.1,Solar Photovoltaic,SUN,PV
2019,4,61550,"Jessamine Solar, LLC",IPP,Jessamine Solar,SC,61944,10,1.9,Solar Photovoltaic,SUN,PV
2019,4,61964,Kimberly Clark - Mobile Alabama,Industrial,Kimberly Clark Mobile - CHP Plant,AL,62449,GT100,21.8,Natural Gas Fired Combustion Turbine,NG,GT
2019,4,61964,Kimberly Clark - Mobile Alabama,Industrial,Kimberly Clark Mobile - CHP Plant,AL,62449,GT200,21.8,Natural Gas Fired Combustion Turbine,NG,GT
2019,4,61680,MSC-Scandia01 LLC,IPP,MSC-Scandia01 CSG,MN,62144,52741,1.0,Solar Photovoltaic,SUN,PV
